run,cluster,domain,account,date,link,url,fragment,uid,likes,keyword,case_name,flag,text,source_file
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-30,https://www.threads.com/@chinesehotnews/post/DbbL9TaFaNM,https://chinanewscenter.com/archives/58911,,,3.0,chinanewscenter.com,['cand-singles'],1,一张截图引爆全网 北戴河前夜出大事？ 一张截图突然刷爆中文互联网，社交平台热传的截图显示，有网友在360搜索里输入一个普通汉字，结果跳出来的，却是一位最不应该出现的人物。 习近平失去了军权，二十一大必然下台！ 全民厌习，弃习，北戴河建制派可以用来牵制习！ pic.twitter.com/FzOrj… — CNC热点 (,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-30,https://www.threads.com/@chinesehotnews/post/DbZfF6jDsiD,https://chinanewscenter.com/archives/58894,,,22.0,chinanewscenter.com,['cand-singles'],1,上海武警司令陈源等27名军官参与谋杀李克强一案，军方调查并集中关押证人被习近平派人全部消灭 chinanewscenter.com/archi…,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-29,https://www.threads.com/@chinesehotnews/post/DbYo1RMlGJK,https://chinanewscenter.com/archives/58877,,,0.0,chinanewscenter.com,['cand-singles'],1,重大信号，习近平在党媒成小丑；话不会说，丑照满世界飞！ 先来和大家分享一个趣闻。一位网友突发奇想，在百度搜索了一下“比习近平更傻的人”，百度给出的结果是，“抱歉没有找到比习近平更傻的人”。 当然这是民意的表达，习近平上台这十多年，可谓树敌无数，生生的把无数曾经支持过他，甚至虽然不支持也不反对他的人，变成了天天盼着他挂掉,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-29,https://www.threads.com/@chinesehotnews/post/DbYmVToFjt3,https://chinanewscenter.com/archives/58870,,,3.0,chinanewscenter.com,['cand-singles'],1,王虹，谢谢你说出“discouraged”; 这是我们移民一代的心理话！ 菲尔兹奖90年历史，第三位女性得主诞生！ 法国总统马克龙亲自致电，纽约大学连发三条推文，普林斯顿高等研究院第一时间把她的海报贴在账号里。 广西桂林中学连夜发文，北京大学连夜祝贺，连她曾经只待过一年的地球与空间科学学院，都单独写了一篇开屏。 可王虹,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-29,https://www.threads.com/@chinesehotnews/post/DbYjGSkoOW2,https://chinanewscenter.com/archives/58855,,,1.0,chinanewscenter.com,['cand-singles'],1,习近平二十一大到底能不能连任？ 分析了目前网络上截然相反的两种派别观点，并结合中共体制内的政治逻辑与权力运行机制进行了深入剖析。 以下是视频的核心内容总结： 一、 网上争论的两派观点 1. A方观点：锁定连任派 核心论点：坚称确切消息表明，习近平已成功锁定二十一大连任。 主要论据： 联合发文：在2026年7月下旬（北戴,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-28,https://www.threads.com/@chinesehotnews/post/DbU8-iuoL-T,https://chinanewscenter.com/archives/58838,,,31.0,chinanewscenter.com,['cand-singles'],1,外交部发言人毛宁是毛泽东私生女，将接任周恩来私生子王毅的外交部部长职务 天天聊习近平、张又侠、王岐山、温家宝这些人的高层内斗，听起来挺高大上，其实中共体制说白了就是一个吃喝嫖赌操作下的流氓江湖。 比这些高大上叙事更有趣的，是关于王岐山的故事。在这点上我非常佩服郭文贵，他通过向全世界传播王岐山和范冰冰的故事，起到了一种特,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-28,https://www.threads.com/@chinesehotnews/post/DbU4OW4oNQ8,https://chinanewscenter.com/archives/58822,,,6.0,chinanewscenter.com,['cand-singles'],1,习近平二十一大必然下台，胡春华坚决要求清算习近平集团！胡锦涛只清算福建帮 习近平失去军权后，其下台也顺理成章了。 再强调一次，中共权力的本质不是民主，而是暴力。谁掌握了枪杆子，谁就掌握了中共的最高权力。 1989年“六四”时期，即便赵紫阳赢得了民心，然而邓小平赢得了暴力。二十大时也是如此，而现在习近平失去了中共军权，习,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-28,https://www.threads.com/@chinesehotnews/post/DbU1eQNG_e2,https://chinanewscenter.com/archives/58804,,,7.0,chinanewscenter.com,['cand-singles'],1,张又侠协助习近平二十大夺权，江泽民大怒被杀！ 2022年初发生了两件大事：一件是北京冬奥会，另一件是俄罗斯入侵乌克兰。与此同时，还发生了两件看似不起眼的小事：一件是铁链女被曝光，另一件是谷爱凌被捧红。这些事都集中在2022年春节前后发生，可以说是“事出反常必有妖”。 “习近平非法政变必须下台” – 这才是天安门红墙所喷,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-28,https://www.threads.com/@chinesehotnews/post/DbU3PD5IJd_,https://chinanewscenter.com/archives/58815,,,2.0,chinanewscenter.com,['cand-singles'],1,习近平是如何失去军权的？许其亮为何自杀？ 习近平二十大通过政变三任后，习近平集团很快就发生了内讧。苗华、何卫东要抢夺张又侠的军权，逼迫张又侠退休，并借故拿下了张又侠的嫡系、国防部长李尚福，彻底把张又侠推到了中共元老一边。 2024年3月，张又侠正式和习近平夫妇翻脸，当众赶走了彭丽媛的马仔、军中太监钟绍军。之后，张又侠又,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-27,https://www.threads.com/@chinesehotnews/post/DbTUwcVlpxV,https://chinanewscenter.com/archives/58795,,,0.0,chinanewscenter.com,['cand-singles'],1,十级地震！中国AI最怕曝光的底牌全漏了 2026年7月下旬，全球科技界和资本圈发生了一场毫无预兆的十级地震。 中国AI领域的顶流、刚刚在全球开源社区封神的独角兽——DeepSeek，其创始人梁文锋的一场长达近4小时、字数超过3.4万字的内部投资者交流会议纪要，在未经授权的情况下被意外泄露，在中文互联网乃至欧美科技圈疯传,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-27,https://www.threads.com/@chinesehotnews/post/DbSKs5bHDkS,https://chinanewscenter.com/archives/58787,,,0.0,chinanewscenter.com,['cand-singles'],1,"中共和满清一样是外来政权，习近平“刨了自己的祖先” 阿波罗网评论员王笃然分析：中国传统上判定""华夷之辨""，从来不是血统论，而是文化认同论——""夷狄入中国则中国之，中国入夷狄则夷狄之""。这句话的意思是：周边少数民族如果来到中原、学习并施行中原的礼乐法度，就可以把他们当做""中国""看待；相反，中原政权如果放弃礼义、改用蛮夷的",sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbOVetklA96,https://chinanewscenter.com/archives/58751,,,1.0,chinanewscenter.com,['cand-singles'],1,北京地铁冷冷清清，2200万人潮不在 现状惊人 大家有没有发现，近来的北京似乎变了模样？2180万人潮不在、百业倒闭，街道冷清的让人震惊。 “为什么感觉北京突然间就没人了，别怀疑你的视觉！” “现在刚刚晚上7点40多分的北京，这是餐饮一条街 ，无论是中餐，西餐，日餐都一样，都没什么人。” “都说北京一两千多万人，但走街,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbOUbfoFWAx,https://chinanewscenter.com/archives/58738,,,1.0,chinanewscenter.com,['cand-singles'],1,菲尔兹奖获奖人王虹获奖发言没感谢北大！何错之有？ 菲尔兹奖获奖人王虹的发言，引发了巨大的讨论热度。 因为她对母校北大根本没有做什么感谢，相反重点感谢了法国的导师，以及在法国的留学经历 更有意思的是，王虹在另一个短片中。谈了她在北大的生活，异常艰难，以至于学不下去，都想转行搞建筑学了。 相反，到了法国之后压力骤减，他的导,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbOTy6TmnWP,https://chinanewscenter.com/archives/58730,,,1.0,chinanewscenter.com,['cand-singles'],1,肖杰被查，系海南三沙建市后首任市委书记、市长 中国海南省人大常委会副主任、中共第十九次全国代表大会代表肖杰，涉嫌严重违纪违法被立案调查后，中共中央纪委国家监委今（25日）公告将其开除党籍。 中共中央纪委国家监委网站指出，肖杰无视中央8项规定精神违规收受礼品、接受可能影响公正执行公务的宴请、在干部选拔任用工作中为他人谋取,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbNLBgyoPcZ,https://chinanewscenter.com/archives/58703,,,1.0,chinanewscenter.com,['cand-singles'],1,马兴瑞、彭丽媛老家官员突异常卸职 五深圳旧部落马 日前，原济南市纪委书记杨光忠突然异常卸职，他曾在马兴瑞与彭丽媛的老家山东省菏泽市任职多年。马兴瑞出事后，他曾主政过的深圳已有五名旧部相继落马，包括最近“主动投案”的原深圳市委统战部部长王强。 原济南市纪委书记杨光忠异常卸职 2026年7月20日，据更新后的山东省济南市纪,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-24,https://www.threads.com/@chinesehotnews/post/DbKlqmPEYrH,https://chinanewscenter.com/archives/58605,,,223.0,chinanewscenter.com,['cand-singles'],1,李克强女儿海外爆料：习近平私生女杨兰兰和婚生女习明泽各有一千亿美元 chinanewscenter.com/archi…,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbMyKDulQVg,https://chinanewscenter.com/archives/58687,,,0.0,chinanewscenter.com,['cand-singles'],1,西部战区要起义！地方和中央关系已到最危险时刻 2026年上半年财政收支，表面看是一份“企稳”的答卷，细看则是中国财政结构性矛盾全面暴露的半年。总账很能说明问题：一般公共预算收入12.1万亿，增长4.7%，支出14.33万亿，增长1.5%。收支缺口2.22万亿。但这只是“小口径”。如果加上政府性基金这本大账，问题就很大。,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbMno2klmXr,https://chinanewscenter.com/archives/58663,,,1.0,chinanewscenter.com,['cand-singles'],1,老军委主席威武？！军队将领为何选择团结在胡锦涛周围 一、 历史的镜鉴：军权失控与党魁的命运 中共最近一次党魁倒台，是赵紫阳因为“六四事件”被中共元老软禁。 温家宝的亲历： 赵紫阳当时的中办主任正是温家宝，温家宝全程经历了赵紫阳倒台的全过程。当时，中央警卫局原则上应归中办主任温家宝直接指挥，但在李鹏发表了臭名昭著的“42,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbMm1GnAE__,https://chinanewscenter.com/archives/58656,,,1.0,chinanewscenter.com,['cand-singles'],1,建制派抓马兴瑞、陈希，震慑彭丽媛，等于要了习近平的命！ 温家宝重掌大局：剪其羽翼，逼降习集团 控制中共党权的工作，目前主要由温家宝来主持。温家宝担任了党中央决策议事协调机构的组长，实际上成为了新的党内核心/掌门人。 习近平集团一直试图与党中央决策议事协调机构斗法，然而随着温家宝逐步控制了中共的组织权和纪律权，习近平集团,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-25,https://www.threads.com/@chinesehotnews/post/DbMlaJglb4S,https://chinanewscenter.com/archives/58649,,,0.0,chinanewscenter.com,['cand-singles'],1,复辟文革？江金权是最坏的推手！查他，就是打脸习近平！ 最近网络上传出消息，说习近平的“大笔杆子”江金权被抄家。相信很多熟悉中共政治的朋友，马上会意识到中共党内又出了大事。 下面让我们来看看当年，毛泽东的这个“第一笔杆子”戚本禹是怎么被抓的，从中可以帮助我们分析中共党内出了什么大事，借此判断习近平今天要干什么。 好，下面,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-24,https://www.threads.com/@chinesehotnews/post/DbMEv4SoIZ4,https://chinanewscenter.com/archives/58640,,,1.0,chinanewscenter.com,['cand-singles'],1,澳洲中国外交官气炸集体离场 澳洲执政党工党23日举行第50届全国大会，会前预告的“神秘来宾”竟是台湾驻澳洲代表处官员，引发在场中国外交官不满，集体离场抗议。 澳洲媒体报道，为期3天的工党（Australian Labor Party）全国大会昨天在南澳州（SA）首府阿得雷德（Adelaide）揭幕，会前即预告会有“神秘,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-24,https://www.threads.com/@chinesehotnews/post/DbKnykVIAL_,https://chinanewscenter.com/archives/58615,,,0.0,chinanewscenter.com,['cand-singles'],1,习近平狗头军师江金权被抄家，他为习近平三任提供狗屁理论并大战改革派 近日，海外盛传中共前中央政策研究室主任江金权被带走，并被抄家。江金权曾在中共中央政策研究室担任王沪宁的下属十多年。江金权一度被认为是习近平手下头号“笔杆子”，也是中共官方对“两个确立”政治论述的核心阐述者与推手之一。 海外对江金权为何被带走、抄家说法不,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-22,https://www.threads.com/@chinesehotnews/post/DbFEnKAoI5g,https://chinanewscenter.com/archives/58487,,,33.0,chinanewscenter.com,['cand-singles'],1,王毅父亲周恩来母亲王昆，岳父是周恩来秘书钱嘉东，夫人钱韦被加拿大拒发签证 chinanewscenter.com/archi…,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-23,https://www.threads.com/@chinesehotnews/post/DbJhrhsmC5l,https://chinanewscenter.com/archives/58596,,,3.0,chinanewscenter.com,['cand-singles'],1,从习近平八月大凶下台，看中共内部正统红二代接管军权 近期，海外政论圈与网络上流传着一则引人关注的说法：有分析预测，至8月31日前后，习近平将面临政治上的“大凶”局势，甚至可能被迫下台。 推背图46象解读：有一军人身带弓，习近平八月大凶，中国内斗是红二代之间的争斗。大家要鱼死网破，草头共被吹翻在地，共产党从此消亡，习近平,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-23,https://www.threads.com/@chinesehotnews/post/DbJYWbKifzG,https://chinanewscenter.com/archives/58586,,,0.0,chinanewscenter.com,['cand-singles'],1,正统红二代夺取军权成功，军委秘密文件下发团级干部，军队只听刘源命令！ 正统之争与“伪光正”：习近平的合法性危机 习近平之所以在中共体制内一通乱搞，主要是他自认为自己是中国共产党的“正宗传人”，用中国的话讲就是所谓的“名正言顺”。 旧闻：百名将军联署召开五中全会：张又侠军委主席，刘源总书记，习近平国家主席 然而，在共产党,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-23,https://www.threads.com/@chinesehotnews/post/DbIAaFdFte_,https://chinanewscenter.com/archives/58551,,,1.0,chinanewscenter.com,['cand-singles'],1,"效仿毛泽东搞车震，习近平全国选妃揭秘，美女乘务员”神秘任务”令人震惊 一段视频，撕开了习近平专列女乘务员招聘的神秘面纱——网友刷屏震惊：""这哪里是招乘务员，分明是为习近平专列举办一场顶级隐形选秀！"" 能登上这趟车的，都是什么人？ 毛泽东玩过近千女人，无数二奶妻妾成群, 军队文工团是其后宫可以随便让歌舞团员陪睡陪玩， 更",sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-23,https://www.threads.com/@chinesehotnews/post/DbH-y0wFT5P,https://chinanewscenter.com/archives/58526,,,1.0,chinanewscenter.com,['cand-singles'],1,习近平失去军方支持，丁薛祥公开场合藐视习近平！ 7月14日，马兴瑞双开。副国级高官轰然落马，本应是最大焦点。但全网的目光，几乎没在马兴瑞身上停留几秒，就瞬间转向了另一个人——丁薛祥。6月29日，《人民至上》音乐会现场，一段只有四秒的视频，把「小丁子」直接送上热搜第一，让全网脑补出一部权斗大戏。 另一组照片，也在悄悄流传,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-23,https://www.threads.com/@chinesehotnews/post/DbH9vQLoA0Q,https://chinanewscenter.com/archives/58518,,,0.0,chinanewscenter.com,['cand-singles'],1,体制内开始注销护照！国企高管酒驾被罚开出公职只为出境 一本护照，正在成为中国最难拿回来的东西。 最近，一则消息在网络上迅速发酵：不少体制内人员，不仅被要求上交护照，甚至开始被要求主动注销护照。与此同时，还有网友爆料，相关部门正在倒查过去五年的出国记录。更耐人寻味的是，金融系统还传出一个离奇故事：有人为了拿回护照，竟然故,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-22,https://www.threads.com/@chinesehotnews/post/DbFFZMnkZP3,https://chinanewscenter.com/archives/58494,,,3.0,chinanewscenter.com,['cand-singles'],1,王毅是周恩来私生子是赵家人！是保守派的太子建制派相信他 中共保守派的“太子”：王毅的真实背景与红朝权力暗战 一、天安门广场的“傲慢”：王毅与习、蔡的微妙互动 今年 5 月特朗普访华期间，习近平在天安门广场为其举行了隆重的欢迎仪式。当时有一个非常值得注意的现场细节：当习近平带着特朗普逐一与中共高官握手致意时，王毅竟然完全,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-22,https://www.threads.com/@chinesehotnews/post/DbE6UHPkaG9,https://chinanewscenter.com/archives/58471,,,1.0,chinanewscenter.com,['cand-singles'],1,纪委建制派在查王小洪和何立峰 湖北省委第一巡视组原组长李平涉嫌严重违纪违法接受审查调查。值得注意的是，公开渠道几乎无法查到李平的履历与出生年月。这样一位在体制内长期担任要职的官员，其简历信息的缺失引发了外界的大量猜测与讨论。 经梳理，李平的履历至少牵连到马兴瑞、何立峰两位政治局委员，国务委员王小洪，以及王祥喜、楼阳生两,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbD7jI-oNbN,https://chinanewscenter.com/archives/58453,,,0.0,chinanewscenter.com,['cand-singles'],1,下一任总书记：习明泽？ 下一任总书记：习明泽 。小概率，但是不等于零概率。很多人一听这个名字就觉得是天方夜谭。我也认为可能性很小，但在这个体制下，小，不等于绝无可能。 一、游戏规则已经重写了 过去四十年的游戏，叫集体领导、任期制、接班梯队。这个游戏的底层逻辑，是互不信任基础上的互相制衡。 但从修宪拿掉国家主席任期制开始,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbD7EZhkcbf,https://chinanewscenter.com/archives/58446,,,4.0,chinanewscenter.com,['cand-singles'],1,"中国正变成一座火药桶, 习近平不下台随时可能内乱 曾几何时，人们常说，中国人最大的优点就是“能忍”。再大的委屈，咬咬牙；再苦的日子，熬一熬。但如今，这种忍耐，似乎已经到了极限。 近几年，中国经济持续下滑，失业潮、降薪潮、欠薪潮一波接着一波，房地产崩盘、消费降级、中产返贫，让越来越多人陷入焦虑。与此同时，当局不断强化维稳",sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbC0MSxIOqW,https://chinanewscenter.com/archives/58438,,,9.0,chinanewscenter.com,['cand-singles'],1,建制派发力，深圳围剿齐桥桥和杨兰兰；小红书齐声叫好！ 提到“杨兰兰”在澳洲的2700亿澳元存款，据爆料，胡锦涛准备在深圳开始抓捕杨兰兰。这两天深圳地铁实施了全方位安检，进深圳地铁跟进高铁站一样，全部要查验、过X光。有人质疑这是否是为了11月的APEC大会，但距离APEC还有4个月，没必要现在就得罪民众。 深圳突然升级安,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbCyA11FqJT,https://chinanewscenter.com/archives/58415,,,2.0,chinanewscenter.com,['cand-singles'],1,胡海峰升正部级，任其父胡锦涛老巢甘肃省委常委兰州市委书记 chinanewscenter.com/archi…,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbCzDh8nJVU,https://chinanewscenter.com/archives/58423,,,6.0,chinanewscenter.com,['cand-singles'],1,李书磊被查！墙内公开骂习近平，小红书暗讽独裁丑态多日未被下架 朋友们，给大家播报一个好消息：中国已经开始变天了！ 现在在中国墙内，你竟然可以公开在社交媒体上发帖子去讽刺习近平，去公开讽刺“习包子”的所作所为，公开讽刺他那可笑之极、牛头不对马嘴、完全没有逻辑的低智行为。 这件事就发生在6月30日的政治局会议之后。从7月份,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-21,https://www.threads.com/@chinesehotnews/post/DbCXAb1EUv_,https://chinanewscenter.com/archives/58403,,,1.0,chinanewscenter.com,['cand-singles'],1,谢贤遗嘱曝光张柏芝处境，三胎生父真相大白 今日，“四哥”谢贤安详离世，享年89岁。 很多人关心，谢贤的葬礼，到底该请张柏芝还是王菲。 而谢贤的一封遗嘱，给出了答案。 这封遗嘱其中的遗产分配内容，不仅曝光了张柏芝的真实处境，也侧面透露了三胎生父的真相…… 回顾过往多年，张柏芝自从独自生下三胎小儿子后，人生就深陷无尽的流言,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-19,https://www.threads.com/@chinesehotnews/post/Da9OP_ejTWt,https://chinanewscenter.com/archives/58280,,,619.0,chinanewscenter.com,['cand-singles'],1,李克强女儿在美国公布父亲被迫害时发出的求救信，预感习近平容不下他 根据海内外最新爆料，前天我们曾披露过李克强的女儿已经抵达美国、准备出面揭露其父亲去世真相的消息。 目前有了最新进展，她首先公布了一封李克强在临终前写给她和母亲程虹的亲笔私信。这封信里隐藏了极其巨大的信息量，几乎让外界能够直接窥见其猝然离世的真实内幕。 “,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-20,https://www.threads.com/@chinesehotnews/post/DbAWTiNlmaM,https://chinanewscenter.com/archives/58372,,,3.0,chinanewscenter.com,['cand-singles'],1,中国经济全面崩盘！习近平谎言被彻底粉碎！这厮可能取消中国股市 近日，中国国家统计局公布了2026年1—6月份全国固定资产投资基本情况，这份数据不是放缓，是全线失血。-5.7%，是中国有固定资产投资统计以来最难看的半年报之一。概念解释：固定资产投资（不含农户）是以货币形式表现的在一定时期内完成的建造和购置固定资产的工作量,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-20,https://www.threads.com/@chinesehotnews/post/DbAVD6qG5qs,https://chinanewscenter.com/archives/58361,,,3.0,chinanewscenter.com,['cand-singles'],1,胡锦涛压不住，军队要造反！中央急推习近平下台平众怒 在更广泛的政治维度上，倒习的组合拳正在全面铺开： 据很多消息来源，西部战区已经忍无可忍想造反，红二代邓朴方陈元刘源再不出面胡锦涛压不住了。于是急速告诉外界习近平主动要求下台。 1. “十大罪状”的中宣部手笔 大约两周前，海外媒体突然流传出一份以清晰图表形式呈现的“习近,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-20,https://www.threads.com/@chinesehotnews/post/DbAUHDlkVmr,https://chinanewscenter.com/archives/58351,,,2.0,chinanewscenter.com,['cand-singles'],1,破坏中美关系元凶王毅被查即将下台，急速投靠建制派为时已晚！ 在外交层面上，高层变动的最新证据也已浮出水面。近日，菲律宾外交部公开表示，中国外交部长王毅本周将出席在马尼拉举行的东盟十一国外长会议。针对这一动向，美国国务卿卢比奥（编者注：原文表述如此）在回应是否会面时，仅冷淡地表示“持开放态度”。 这一表态透露出关键的政治,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-20,https://www.threads.com/@chinesehotnews/post/DbATR2kEU8O,https://chinanewscenter.com/archives/58343,,,3.0,chinanewscenter.com,['cand-singles'],1,习近平五中全会下台的消息已经传达到500万正科级干部，人民日报怒斥习近平 近期，一则极具震撼性的消息在中南海与中共最底层权力末梢之间激起层层巨浪。据多方爆料，关于最高领导人即将下台的政治传言，已经通过极其微妙且隐晦的渠道，间接传达到了中共最底层的“科级及副科级”干部层面。 在中共严密的行政职级序列中，权力从顶层的正国级,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-19,https://www.threads.com/@chinesehotnews/post/Da9LjxlEQZj,https://chinanewscenter.com/archives/58251,,,2.0,chinanewscenter.com,['cand-singles'],1,王毅搞坏中国外交，建制派马朝旭接任外长 北京外交部大楼，在外界眼中向来是一座“水泼不进”的深宫。与其他技术门槛较低、依靠关系便可轻松擢升的部门不同，外交事务不仅需要深厚的理论基础与历史纵深，更需要极高的地缘政治博弈经验。在过去十余年间，高层执意在所有领域“亲自部署、亲自指挥”，甚至在外交领域强推“战狼外交”，试图为国际,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-19,https://www.threads.com/@chinesehotnews/post/Da9TqmrEbT9,https://chinanewscenter.com/archives/58301,,,2.0,chinanewscenter.com,['cand-singles'],1,川普指控中共干预美国选举，建制派元老要求习近平讲清楚！ 在内政乱成一团的同时，国际地缘政治环境也在2026年被彻底重新定义。美国大选进入倒计时，距离期中选举仅剩4个月，华盛顿对北京的敌意和反制措施正在以极具攻击性的方式爆发。 川普黄金时段全国演说：中共窃取2.2亿美国选民档案 7月16日晚间黄金时段，美国总统川普发表了,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-19,https://www.threads.com/@chinesehotnews/post/Da9TODbkWQv,https://chinanewscenter.com/archives/58294,,,1.0,chinanewscenter.com,['cand-singles'],1,公安厅长黄瑞雪暴毙与“不幸离世”魔咒 就在上海高度戒备的同时，政法系统再度投下了一枚爆炸性炸弹。7月16日，四川官媒“川观新闻”发布了一则极度简洁的讣告：四川省副省长、省公安厅党委书记兼厅长黄瑞雪，因突发疾病医治无效，于7月15日晚不幸离世，享年仅54岁。 办公室自缢传闻甚嚣尘上 这篇讣告非常短，惜字如金，没有提及任何,sweep_b2_hits.csv
2026-09-08_22-07-45,cand-singles,chinanewscenter.com,chinesehotnews,2026-07-19,https://www.threads.com/@chinesehotnews/post/Da9M1LxDXrC,https://chinanewscenter.com/archives/58273,,,2.0,chinanewscenter.com,['cand-singles'],1,全国人民等待国家公开审判习近平！审判江青视频过200万 高层斗得你死我活，底层的民意也已经到了爆发的临界点。 这两天墙内发生了一件极其反常的大事：在审查严到连个敏感词都发不出的B站上，一段当年“四人帮”首要分子江青在法庭上接受公开审判的历史视频，播放量居然疯狂冲到了两三百万！ 按照中共网警的尿性，任何容易引发群众聚集、,sweep_b2_hits.csv
