regdom,d3,d4,prop,brand,d5,hosts,rows
h711tw8.site,U,UNK,資訊服務,,,1,1
etvara-etfa.com,U,UNK,資訊服務,,,1,1
vggmi.icu,U,UNK,資訊服務,,,1,1
cqxfn.xyz,U,UNK,資訊服務,,,1,1
ploiyf.store,U,SHOP,電子商務,,,1,1
urngin.shop,U,SHOP,電子商務,,,1,1
autot.shop,U,SHOP,電子商務,,,2,2
cmrqqh.com,U,SHOP,電子商務,,,1,1
poizion.xyz,U,SHOP,電子商務,,,1,1
qfafa.store,U,SHOP,電子商務,,,1,1
uing.store,U,SHOP,電子商務,,,1,1
de7fg.beer,U,UNK,資訊服務,,,1,1
bdsget.xyz,U,SHOP,電子商務,,,1,1
vp38ns.shop,U,SHOP,電子商務,,,1,1
hkurwrt.cc,U,UNK,資訊服務,,,1,1
tegrd.store,U,SHOP,電子商務,,,1,1
myship-711-com-tw.bond,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11twjj.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexpkess.com,U,SHOP,運輸倉儲,,,1,1
hjk-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
twoc.one,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
711-tw.store,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
amatrasde.com,U,INVEST,金融保險,,,1,1
apebondeth.com,U,INVEST,金融保險,,,1,1
tw-deitksihpng.com,U,INVEST,金融保險,,,1,1
friday-go.com,U,INVEST,金融保險,,,1,1
hct-tw8d.top,A,SHOP,運輸倉儲,新竹物流 HCT,LOGI,1,1
kuqbnt.top,U,INVEST,金融保險,,,1,1
supreme-taiwan.com,U,INVEST,金融保險,,,1,1
aegetrtjj.com,U,INVEST,金融保險,,,1,1
tainmuyousj.fun,U,INVEST,金融保險,,,1,1
wmdc.living,U,INVEST,金融保險,,,1,1
bvshfhs.cc,U,INVEST,金融保險,,,1,1
hilifetc.top,U,SHOP,運輸倉儲,,,2,2
hooklove889.top,U,INVEST,金融保險,,,1,1
tcplkjweb.com,U,INVEST,金融保險,,,1,1
family-hgfy-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-qf.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-gl2.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-bd1.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-bd3.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-bd2.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-gl1.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-bd4.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-jarn-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-qu.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
manus.space,U,INVEST,金融保險,,,2,2
aenrwa.com,U,INVEST,金融保險,,,1,1
supportrefund.sbs,U,UNK,資訊服務,,,1,1
studyandexchangeconsult.com,U,SHOP,運輸倉儲,,,1,1
triagouwu.com,U,UNK,資訊服務,,,1,1
sololo.xn--kpry57d,U,SHOP,電子商務,,,1,1
toregem035.shop,U,SHOP,電子商務,,,1,1
sspwx.com,U,UNK,資訊服務,,,1,1
bursamarket-coins.my,U,UNK,資訊服務,,,1,1
helvexi.com,U,SHOP,電子商務,,,1,1
53massivec.shop,U,SHOP,電子商務,,,1,1
ewtexc.top,U,SHOP,電子商務,,,1,1
zexloo.shop,U,SHOP,電子商務,,,1,1
einvalcu.com,U,IMPGOV,政府機構與國營事業,,,1,1
online09.store,U,SHOP,電子商務,,,1,1
dbfnn.fun,U,SHOP,電子商務,,,1,1
fhijjl.site,U,SHOP,電子商務,,,1,1
daferx.vip,U,UNK,資訊服務,,,1,1
dufuner.top,U,SHOP,電子商務,,,1,1
dav-derivatives.xin,U,UNK,資訊服務,,,1,1
ypiflck.xyz,U,SHOP,電子商務,,,1,1
g32a.shop,U,SHOP,電子商務,,,1,1
endt.click,U,SHOP,電子商務,,,1,1
01salt.shop,U,SHOP,電子商務,,,1,1
easyso.shop,U,SHOP,電子商務,,,1,1
jumplty.shop,U,SHOP,電子商務,,,1,1
mntu.shop,U,SHOP,電子商務,,,1,1
aazzf.shop,U,SHOP,電子商務,,,1,1
fsjmart.site,U,SHOP,電子商務,,,1,1
wan-defa6.top,U,UNK,資訊服務,,,1,1
30testloce.shop,U,SHOP,電子商務,,,1,1
zrmsno.shop,U,SHOP,電子商務,,,4,4
wiacpr.xyz,U,SHOP,電子商務,,,1,1
hurgrps.com,U,SHOP,電子商務,,,1,1
pangyar.shop,U,SHOP,電子商務,,,1,1
dinchav.com,U,SHOP,電子商務,,,1,1
g10a.shop,U,SHOP,電子商務,,,1,1
tisi19.shop,U,SHOP,電子商務,,,1,1
jccdpick.site,U,SHOP,電子商務,,,1,1
02annoy.shop,U,SHOP,電子商務,,,1,1
xiyin001.site,U,UNK,資訊服務,,,1,1
pqasee.bar,U,SHOP,電子商務,,,1,1
wantwbao.com,U,UNK,資訊服務,,,1,1
adjpick.xyz,U,SHOP,電子商務,,,1,1
29possible.shop,U,UNK,資訊服務,,,1,1
zssloeabble.top,U,SHOP,電子商務,,,1,1
cyezd.icu,U,UNK,資訊服務,,,1,1
asdccommodate.top,U,SHOP,電子商務,,,1,1
38forklcve.shop,U,SHOP,電子商務,,,1,1
feyalo.shop,U,SHOP,電子商務,,,1,1
muyah.shop,U,SHOP,電子商務,,,1,1
xzstk.asia,U,UNK,資訊服務,,,1,1
dlzzynr.com,U,SHOP,電子商務,,,1,1
36smartlove.shop,U,UNK,資訊服務,,,1,1
zlentro.xyz,U,SHOP,電子商務,,,1,1
klkshop.xyz,U,SHOP,電子商務,,,1,1
icwz.top,U,UNK,資訊服務,,,1,1
chodsh.com,U,UNK,資訊服務,,,1,1
bhcbh.shop,U,SHOP,電子商務,,,1,1
obeisant11.shop,U,SHOP,電子商務,,,1,1
nrya.click,U,UNK,資訊服務,,,1,1
xisnap.xyz,U,SHOP,電子商務,,,1,1
abssuy.xyz,U,SHOP,電子商務,,,1,1
redso.shop,U,UNK,資訊服務,,,1,1
tiann-ps1.top,U,UNK,資訊服務,,,1,1
quickzy.site,U,SHOP,電子商務,,,1,1
jqasee.bar,U,SHOP,電子商務,,,1,1
xsmdx.shop,U,SHOP,電子商務,,,1,1
vcarusbt.xyz,U,SHOP,電子商務,,,1,1
wtwtq.icu,U,UNK,資訊服務,,,1,1
qiilinn.shop,U,UNK,資訊服務,,,1,1
wqpider.shop,U,UNK,資訊服務,,,1,1
ccdtw.fun,U,SHOP,電子商務,,,1,1
ergtero.shop,U,UNK,資訊服務,,,1,1
g12a.shop,U,SHOP,電子商務,,,1,1
esdsdey.shop,U,UNK,資訊服務,,,1,1
pkhutsr.com,U,UNK,資訊服務,,,1,1
zx12pp.com,U,SHOP,電子商務,,,1,1
zjd866.top,U,UNK,資訊服務,,,1,1
25abstracted.shop,U,SHOP,電子商務,,,1,1
ijnhytfggh1.shop,U,SHOP,電子商務,,,1,1
somecom.xyz,U,SHOP,電子商務,,,1,1
bnqy.shop,U,SHOP,電子商務,,,1,1
churellient.shop,U,SHOP,電子商務,,,1,1
opograb.xyz,U,SHOP,電子商務,,,1,1
iaoue.bar,U,UNK,資訊服務,,,1,1
maluyi.shop,U,SHOP,電子商務,,,1,1
t7xzv.beer,U,UNK,資訊服務,,,1,1
ulrox.com,U,UNK,資訊服務,,,1,1
osyouxuantw.shop,U,SHOP,電子商務,,,1,1
jzdeej.com,U,SHOP,電子商務,,,1,1
xuskypi.com,U,SHOP,電子商務,,,1,1
chatloohky.com,U,UNK,資訊服務,,,1,1
xasdnap.site,U,SHOP,電子商務,,,1,1
zemu64tari.online,U,SHOP,電子商務,,,1,1
yangeny.shop,U,SHOP,電子商務,,,1,1
nnrre.online,U,SHOP,電子商務,,,1,1
shbtopu.xyz,U,SHOP,電子商務,,,1,1
l0qpo.icu,U,UNK,資訊服務,,,1,1
nwgsnap.site,U,SHOP,電子商務,,,1,1
comfyox.shop,U,SHOP,電子商務,,,1,1
pedckfr.site,U,SHOP,電子商務,,,1,1
myship-711-com-tw-td3s.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-7-11-com-tw1.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famistore-famiport-tw-com.site,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship-711-com-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-yahf-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
tw-com.cyou,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship7-11-tw-com.vip,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship711-krad-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
tkrtouik2.com,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
globalalliancelogistics.com,U,INVEST,金融保險,,,1,1
ilovetooto.com,U,INVEST,金融保險,,,1,1
octopai.autos,U,INVEST,金融保險,,,2,2
qdmpcoin.com,U,INVEST,金融保險,,,1,1
trustee15.shop,U,SHOP,電子商務,,,1,1
citics2163.com,U,INVEST,金融保險,,,1,1
bongacams-no1.com,U,INVEST,金融保險,,,1,1
accountrecenterpanel.de,U,INVEST,金融保險,,,1,1
e-ainvocepltc-ntf.com,A,INVEST,金融保險,財政部電子發票,GOV,1,1
cat-bbt.top,A,SHOP,運輸倉儲,黑貓宅急便,LOGI,1,1
mm122.xyz,U,INVEST,金融保險,,,1,1
hhh345.xyz,U,INVEST,金融保險,,,1,1
ffvvmv.sbs,U,INVEST,金融保險,,,1,1
kksseo.xyz,U,INVEST,金融保險,,,1,1
bizs.group,U,INVEST,金融保險,,,1,1
ccffns.top,U,INVEST,金融保險,,,1,1
aappzt.sbs,U,INVEST,金融保險,,,1,1
0902sdq.cfd,U,INVEST,金融保險,,,1,1
0902rtw.beauty,U,INVEST,金融保險,,,1,1
uummxs.top,U,INVEST,金融保險,,,1,1
qqhhek.sbs,U,INVEST,金融保險,,,1,1
pynor.buzz,U,INVEST,金融保險,,,1,1
mepix.buzz,U,INVEST,金融保險,,,1,1
ooggce.com,U,INVEST,金融保險,,,1,1
ssuucx.com,U,INVEST,金融保險,,,1,1
fenggoulink2.top,U,INVEST,金融保險,,,1,1
coinchaek.com,U,INVEST,金融保險,,,1,1
lumarethsolivian.com,U,INVEST,金融保險,,,1,1
alignmksx.com,U,INVEST,金融保險,,,1,1
aotzr.com,U,INVEST,金融保險,,,1,1
apebonduz.com,U,INVEST,金融保險,,,1,1
bakkx.vip,U,INVEST,金融保險,,,1,1
co-vip.top,U,INVEST,金融保險,,,1,1
incolenddds.com,U,INVEST,金融保險,,,1,1
xtotoym.com,U,INVEST,金融保險,,,1,1
tatung-shop.com,U,INVEST,金融保險,,,1,1
nx888.xyz,U,INVEST,金融保險,,,1,1
ggb.ltd,U,INVEST,金融保險,,,1,1
helazjh.com,U,INVEST,金融保險,,,1,1
cbaiclassic.com,U,INVEST,金融保險,,,1,1
howevera.bio,U,INVEST,金融保險,,,1,1
aisedni.com,U,INVEST,金融保險,,,1,1
saffronlink.cn,U,INVEST,金融保險,,,1,1
lbmalpeer.com,U,INVEST,金融保險,,,1,1
lbmarnhki.com,U,INVEST,金融保險,,,1,1
saxowade.top,A,INVEST,金融保險,Saxo,FIN,1,1
mitradehh.com,A,INVEST,金融保險,Mitrade,FIN,1,1
ookiyru.com,U,INVEST,金融保險,,,1,1
pumpslick.top,U,INVEST,金融保險,,,1,1
storefeatured.com,U,INVEST,金融保險,,,1,1
sxtocyw.com,U,INVEST,金融保險,,,1,1
coincapesz.com,U,INVEST,金融保險,,,1,1
zack-zoine.top,U,INVEST,金融保險,,,1,1
macaulottery.icu,U,INVEST,金融保險,,,1,1
bigonelox.com,A,INVEST,金融保險,BigONE,FIN,1,1
amazon1931.com,A,INVEST,金融保險,Amazon,ECOM,1,1
citics3629.com,U,INVEST,金融保險,,,1,1
xtfrh.com,U,INVEST,金融保險,,,1,1
loei-app.com,U,INVEST,金融保險,,,1,1
fx8.club,U,INVEST,金融保險,,,1,1
onwalletdefi.icu,U,INVEST,金融保險,,,1,1
aurumnex-tw.com,U,INVEST,金融保險,,,1,1
coinexjweb.com,U,INVEST,金融保險,,,1,1
t-propdu.com,U,INVEST,金融保險,,,1,1
aenrwa-sg.com,U,INVEST,金融保險,,,1,1
ctigouwu.com,U,UNK,資訊服務,,,1,1
swummoq.net,U,INVEST,金融保險,,,1,1
abruptx54.shop,U,UNK,資訊服務,,,1,1
sadehvo.com,U,INVEST,金融保險,,,1,1
tisi777.shop,U,SHOP,電子商務,,,1,1
bursamarket-coin8.my,U,UNK,資訊服務,,,1,1
pinklipslove.com,U,UNK,資訊服務,,,1,1
nepos.shop,U,SHOP,電子商務,,,1,1
ehcqiu.com,U,SHOP,電子商務,,,1,1
twdata.shop,U,SHOP,電子商務,,,2,2
kjessj.shop,U,SHOP,電子商務,,,5,5
somgvers.shop,U,SHOP,電子商務,,,1,1
aegetkkg.com,U,UNK,資訊服務,,,1,1
tvjkh.asia,U,UNK,資訊服務,,,1,1
bfslm.com,U,SHOP,電子商務,,,1,1
tisi9527.shop,U,SHOP,電子商務,,,1,1
tdoaihe.com,U,UNK,資訊服務,,,1,1
nomun.top,U,UNK,資訊服務,,,1,1
trewfh.fun,U,SHOP,電子商務,,,1,1
g15a.shop,U,SHOP,電子商務,,,1,1
rzfdj.top,U,UNK,資訊服務,,,1,1
zonv.shop,U,SHOP,電子商務,,,1,1
newsso.shop,U,SHOP,電子商務,,,2,2
grousdnspec.shop,U,SHOP,電子商務,,,1,1
vibv.shop,U,SHOP,電子商務,,,1,1
aniyahshopping.shop,U,SHOP,電子商務,,,1,1
ifmsim.com,U,SHOP,電子商務,,,1,1
zelnlxe.com,U,SHOP,電子商務,,,1,1
cname77.cc,U,UNK,資訊服務,,,1,1
haskeywsx.com,U,UNK,資訊服務,,,1,1
glitee.bar,U,SHOP,電子商務,,,1,1
protw.info,U,SHOP,電子商務,,,1,1
vmkbvkv.com,U,SHOP,電子商務,,,1,1
albbyh2550.xyz,U,SHOP,電子商務,,,1,1
alexandroshopping.shop,U,UNK,資訊服務,,,1,1
sscwyy.com,U,UNK,資訊服務,,,1,1
meet02.com,U,UNK,資訊服務,,,1,1
attbuy.site,U,SHOP,電子商務,,,1,1
kenalo.shop,U,SHOP,電子商務,,,1,1
fopw.top,U,SHOP,電子商務,,,1,1
lecwph.com,U,SHOP,電子商務,,,1,1
mistyway.shop,U,SHOP,電子商務,,,1,1
nyuzhn.shop,U,SHOP,電子商務,,,1,1
khrq.website,U,UNK,資訊服務,,,1,1
ajklbuy.xyz,U,SHOP,電子商務,,,1,1
nnggi.online,U,SHOP,電子商務,,,1,1
bmxhsm.com,U,SHOP,電子商務,,,1,1
zgbygb.com,U,SHOP,電子商務,,,1,1
duyouxuantw.shop,U,SHOP,電子商務,,,1,1
22sicklove.shop,U,SHOP,電子商務,,,1,1
meotfhd.online,U,SHOP,電子商務,,,1,1
zasppy.store,U,SHOP,電子商務,,,1,1
qqsget.site,U,SHOP,電子商務,,,1,1
bxcool.xyz,U,SHOP,電子商務,,,1,1
g20a.shop,U,SHOP,電子商務,,,1,1
birdsxxa41.shop,U,SHOP,電子商務,,,1,1
koyv.shop,U,SHOP,電子商務,,,1,1
7725244.com,U,INVEST,金融保險,,,1,1
matkchywj.com,U,UNK,資訊服務,,,1,1
cmawcs.shop,U,SHOP,電子商務,,,1,1
iepsee.bar,U,SHOP,電子商務,,,1,1
twlovedd.com,U,UNK,資訊服務,,,1,1
g18a.shop,U,SHOP,電子商務,,,1,1
fsxcnap.site,U,SHOP,電子商務,,,1,1
spiders43.shop,U,SHOP,電子商務,,,1,1
yimadang.shop,U,UNK,資訊服務,,,1,1
shoptwgo.com,U,UNK,資訊服務,,,1,1
zihzf.xyz,U,UNK,資訊服務,,,1,1
fastpathi.shop,U,SHOP,電子商務,,,1,1
indexpage.shop,U,SHOP,電子商務,,,1,1
seekemo.com,U,UNK,資訊服務,,,1,1
smpmw.shop,U,SHOP,電子商務,,,1,1
quxinbao.top,U,SHOP,電子商務,,,1,1
lyeaklczmuldifg.shop,U,UNK,資訊服務,,,1,1
zcbmart.xyz,U,SHOP,電子商務,,,1,1
wuond.online,U,SHOP,電子商務,,,1,1
symptomatic45.shop,U,SHOP,電子商務,,,1,1
t2vxy.beer,U,UNK,資訊服務,,,1,1
bestmen.shop,U,UNK,資訊服務,,,1,1
cuneha.shop,U,UNK,資訊服務,,,1,1
windflower.shop,U,SHOP,電子商務,,,1,1
llaav.shop,U,SHOP,電子商務,,,1,1
bmlfds.com,U,UNK,資訊服務,,,1,1
vetvj.asia,U,UNK,資訊服務,,,1,1
blope.shop,U,UNK,資訊服務,,,1,1
oriqh.online,U,SHOP,電子商務,,,1,1
90parklove.shop,U,SHOP,電子商務,,,1,1
ad12532.com,U,SHOP,電子商務,,,1,1
zevjkl.com,U,SHOP,電子商務,,,1,1
goodstaff.shop,U,SHOP,電子商務,,,1,1
ariashopping.store,U,UNK,資訊服務,,,1,1
vutora.shop,U,SHOP,電子商務,,,1,1
cynabal.com,U,SHOP,電子商務,,,1,1
thebcr.com,U,UNK,資訊服務,,,1,1
gcajhrt.site,U,SHOP,電子商務,,,1,1
eugfg.shop,U,SHOP,電子商務,,,1,1
tuneonma.shop,U,UNK,資訊服務,,,1,1
miqlmwa.com,U,SHOP,電子商務,,,1,1
tmnmart.xyz,U,SHOP,電子商務,,,1,1
icssdart.site,U,SHOP,電子商務,,,1,1
ssz-hk.com,U,SHOP,電子商務,,,1,1
jamhay.shop,U,UNK,資訊服務,,,1,1
tyzgrab.site,U,SHOP,電子商務,,,1,1
26apathetic.shop,U,SHOP,電子商務,,,1,1
jina.cc,U,SHOP,電子商務,,,1,1
loenucoy.shop,U,UNK,資訊服務,,,1,1
dqsget.site,U,SHOP,電子商務,,,1,1
buropep.shop,U,UNK,資訊服務,,,1,1
oqasee.bar,U,SHOP,電子商務,,,1,1
skfhri.shop,U,SHOP,電子商務,,,1,1
lopcc.rest,U,SHOP,電子商務,,,1,1
mosuno.top,U,SHOP,電子商務,,,1,1
oyjuc.online,U,SHOP,電子商務,,,1,1
wcart.xyz,U,SHOP,電子商務,,,1,1
isspick.xyz,U,SHOP,電子商務,,,1,1
lzento.com,U,SHOP,電子商務,,,1,1
yeddashopping.store,U,SHOP,電子商務,,,1,1
tmart.site,U,SHOP,電子商務,,,1,1
lesmart.site,U,SHOP,電子商務,,,1,1
uwideal.site,U,SHOP,電子商務,,,1,1
waicif.top,U,UNK,資訊服務,,,1,1
renrenl.com,U,INVEST,金融保險,,,1,1
buycnew.top,U,UNK,資訊服務,,,1,1
hucha01.site,U,UNK,資訊服務,,,1,1
theresashopping.store,U,SHOP,電子商務,,,1,1
yhgtri.store,U,SHOP,電子商務,,,1,1
daxvotira.com,U,SHOP,電子商務,,,1,1
jsduywhy.shop,U,SHOP,電子商務,,,1,1
tkhomi.shop,U,SHOP,電子商務,,,1,1
protw.shop,U,SHOP,電子商務,,,1,1
nbylu.shop,U,SHOP,電子商務,,,1,1
houhaiye.store,U,SHOP,電子商務,,,1,1
kundop.top,U,UNK,資訊服務,,,1,1
dtnuaic6.work,U,INVEST,金融保險,,,1,1
datehavencircle.vip,U,INVEST,金融保險,,,1,1
zgjrqhjysvip1.com,U,INVEST,金融保險,,,1,1
dcfgh.site,U,INVEST,金融保險,,,1,1
nuanliao.bond,U,INVEST,金融保險,,,1,1
dkgoab.shop,U,INVEST,金融保險,,,1,1
xiangtengtw.com,U,INVEST,金融保險,,,1,1
czga.top,U,INVEST,金融保險,,,1,1
58ffk.cc,U,INVEST,金融保險,,,1,1
life-artphrmacy.com.tw,U,INVEST,金融保險,,,1,1
lookingforatrueperson.com,U,INVEST,金融保險,,,1,1
iweite.online,U,INVEST,金融保險,,,1,1
globalfsh.shop,U,INVEST,金融保險,,,1,1
hjdgl.site,U,INVEST,金融保險,,,1,1
gjhph.bar,U,INVEST,金融保險,,,1,1
icuak.cyou,U,INVEST,金融保險,,,1,1
kjhhui.com,U,INVEST,金融保險,,,1,1
ldod.uno,U,INVEST,金融保險,,,1,1
family-brte-tw.shop,U,SHOP,運輸倉儲,,,1,1
d-tw.top,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
family-amyv-tw.shop,U,SHOP,運輸倉儲,,,1,1
family-udur-tw.shop,U,SHOP,運輸倉儲,,,1,1
okay.com.tw,U,INVEST,金融保險,,,1,1
partnersss.com,U,INVEST,金融保險,,,1,1
slimmit.tw,U,INVEST,金融保險,,,1,1
yffsbflcto.com,U,INVEST,金融保險,,,1,1
yommkelove.com,U,INVEST,金融保險,,,1,1
sonoreo.store,U,INVEST,金融保險,,,1,1
fuuufomall.shop,U,INVEST,金融保險,,,1,1
bjyfxf.shop,U,INVEST,金融保險,,,1,1
startu.shop,U,INVEST,金融保險,,,1,1
sfccc.top,U,INVEST,金融保險,,,1,1
dctjcja.shop,U,INVEST,金融保險,,,1,1
lovezirs.com,U,INVEST,金融保險,,,1,1
oolbvmall.shop,U,INVEST,金融保險,,,1,1
yuiiliemall.shop,U,INVEST,金融保險,,,1,1
goihpr.xyz,U,INVEST,金融保險,,,1,1
nwv.cc,U,INVEST,金融保險,,,1,1
myship711-fa-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-tw-com.net,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship-711-com-tw.co,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
sfexpjess.com,U,SHOP,運輸倉儲,,,1,1
myship711-gs-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famiport-com-tw-dwm.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
cat-ct.xyz,U,SHOP,運輸倉儲,,,1,1
family-marts.xyz,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
hhj-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,2,2
comtv.lol,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,3,3
7qk9.top,U,SHOP,運輸倉儲,,,1,1
hilifetw.top,U,SHOP,運輸倉儲,,,1,1
cat-abt.top,U,SHOP,運輸倉儲,,,1,1
famiport-com-tw-iuw.shop,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myship-711-tw.tech,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
famistore-famiport-tw-com.ink,A,SHOP,運輸倉儲,全家 FamilyMart,LOGI,1,1
myshipl-7-11-tw-com.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
tkrtouik7.com,U,SHOP,運輸倉儲,,,1,1
myship-711-com-tw-jks.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
grcattree.com.tw,U,INVEST,金融保險,,,1,1
velqurynthion.com,U,INVEST,金融保險,,,1,1
bitxex.space,U,INVEST,金融保險,,,1,1
fsslopp.com,U,INVEST,金融保險,,,1,1
bookingtw.vip,U,INVEST,金融保險,,,1,1
ilovetoott.com,U,INVEST,金融保險,,,1,1
twxauxjptfkv.com,U,INVEST,金融保險,,,1,1
tmshopvvip.cc,U,INVEST,金融保險,,,1,1
kfjujge.shop,U,INVEST,金融保險,,,1,1
cartcy.shop,U,SHOP,電子商務,,,1,1
xhporner.com,U,INVEST,金融保險,,,1,1
exprxuisdtw.top,U,SHOP,運輸倉儲,,,1,1
myship711-dz-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-wekd-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship7-11-wr.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-awfg-tw.shop,U,SHOP,運輸倉儲,,,1,1
family-wqyn-tw.shop,U,SHOP,運輸倉儲,,,1,1
myship711-az-tw.top,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-wz.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
kerryexpress-qe.cyou,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship711-lkgt-tw.shop,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
family-erku-tw.shop,U,SHOP,運輸倉儲,,,1,1
kerryexpress-qr.cyou,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
myship7-11-wa.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.cyou,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
kerryexpress-qt.cyou,A,SHOP,運輸倉儲,Kerry 嘉里大榮,LOGI,1,1
711-tw.click,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.ink,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.pw,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.site,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.space,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
711-tw.website,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
myship7-11-com.icu,A,SHOP,運輸倉儲,7-ELEVEN 賣貨便,LOGI,1,1
ccc456.xyz,U,INVEST,金融保險,,,1,1
uu178.xyz,U,INVEST,金融保險,,,1,1
gguubl.top,U,INVEST,金融保險,,,1,1
ddhhqf.mom,U,INVEST,金融保險,,,1,1
zzwwon.top,U,INVEST,金融保險,,,1,1
ffttkf.sbs,U,INVEST,金融保險,,,1,1
ddhhnl.mom,U,INVEST,金融保險,,,1,1
farted.net,U,INVEST,金融保險,,,1,1
aistockssignals.icu,U,INVEST,金融保險,,,1,1
wwyycq.sbs,U,INVEST,金融保險,,,1,1
kkwwth.sbs,U,INVEST,金融保險,,,1,1
felingouwu.com,U,UNK,資訊服務,,,1,1
einvioce.tw,A,IMPGOV,政府機構與國營事業,財政部電子發票,GOV,1,1
aztecamexico.mx,U,INVEST,金融保險,,,1,1
onigouwu.com,U,UNK,資訊服務,,,1,1
momgouwu.com,U,UNK,資訊服務,,,1,1
umigouwu.com,U,UNK,資訊服務,,,1,1
siriussm.cloud,U,INVEST,金融保險,,,1,1
cdeff.bar,U,SHOP,電子商務,,,1,1
deserve56.shop,U,UNK,資訊服務,,,1,1
eiovalcu.com,U,IMPGOV,政府機構與國營事業,,,1,1
ernfnng.shop,U,SHOP,電子商務,,,1,1
hxkmg.website,U,UNK,資訊服務,,,1,1
nordstrom-import.com,U,UNK,資訊服務,,,1,1
mwdcc.rest,U,SHOP,電子商務,,,1,1
bhyaa.bar,U,SHOP,電子商務,,,1,1
uubrb.asia,U,UNK,資訊服務,,,1,1
wsjjcggg.top,U,SHOP,電子商務,,,1,1
v2srx.icu,U,UNK,資訊服務,,,1,1
dewcc.rest,U,SHOP,電子商務,,,1,1
