編號,網域,創建日期,D3,D4,D5,entity,method,conf
854,konhas.online,2025-03-24T07:25:08,A,SHOP,ECOM,樂信,rule-desc,H
855,bazev.top,2024-08-20T01:04:40,A,SHOP,ECOM,樂信,rule-desc,H
856,lianglsa.live,2025-04-09T01:38:44,A,SHOP,ECOM,樂信,rule-desc,H
857,xinasldf.life,2025-04-09T01:38:45,A,SHOP,ECOM,樂信,rule-desc,H
858,tinasger.top,2025-03-22T13:05:31,A,SHOP,ECOM,東森購物,rule-desc,H
859,omird.top,2024-09-29T01:04:06,A,SHOP,ECOM,樂信,rule-desc,H
860,evenetmalled.com,2025-03-11T11:32:40,A,SHOP,ECOM,東森購物,rule-desc,H
861,rakutensw.com,2025-04-03T11:59:54,A,SHOP,ECOM,台灣樂天,rule-desc,H
862,knmqke.shop,2025-03-14T10:34:23,A,SHOP,ECOM,樂信,rule-desc,H
863,rudgnc.life,2025-04-16T02:37:55,A,SHOP,ECOM,樂信,rule-desc,H
864,jkbom.online,2025-02-13T02:35:57,A,SHOP,ECOM,樂信,rule-desc,H
865,fenljkx.today,2025-04-16T02:38:01,A,SHOP,ECOM,樂信,rule-desc,H
866,rakuteumerchants.com,2025-03-31T15:05:42,A,SHOP,ECOM,台灣樂天,rule-desc,H
867,xinkjvn.life,2025-04-15T01:34:14,A,SHOP,ECOM,樂信,rule-desc,H
868,fenljkx.space,2025-04-16T02:37:54,A,SHOP,ECOM,樂信,rule-desc,H
869,hfl001auto.shop,2025-02-27T02:50:15,A,SHOP,ECOM,樂信,rule-desc,H
870,viprakutenvrb.com,2025-04-22T08:00:36,A,SHOP,ECOM,台灣樂天,rule-desc,H
871,viprakutenvra.com,2025-04-22T08:00:36,A,SHOP,ECOM,台灣樂天,rule-desc,H
872,wardmust.online,2025-03-31T02:20:31,A,SHOP,ECOM,富邦,rule-desc,H
873,viprakutenvse.vip,2025-04-22T08:00:36,A,SHOP,ECOM,台灣樂天,rule-desc,H
874,romhad.life,2025-04-21T02:41:55,A,SHOP,ECOM,樂信,rule-desc,H
875,xinkdd.life,2025-04-16T02:37:55,A,SHOP,ECOM,樂信,rule-desc,H
876,soezv.top,2024-09-02T06:11:53,A,SHOP,ECOM,樂信,rule-desc,H
877,rakutenmerchents.com,2025-04-11T12:08:58,A,SHOP,ECOM,台灣樂天,rule-desc,H
878,guvethk.shop,2025-02-18T11:23:33,A,SHOP,ECOM,樂信,rule-desc,H
879,marketaeg.shop,2024-12-05T09:30:04,A,SHOP,ECOM,富邦,rule-desc,H
880,xn--xn-stars-bkb.com,2025-04-29T15:12:33,U,SHOP,,(generic 一頁式),rule-generic,L
881,xįn-stars.com,2025-04-29T15:12:33,U,SHOP,,(generic 一頁式),rule-generic,L
882,goetmalltop.com,2025-04-25T12:35:43,A,SHOP,ECOM,東森購物,rule-desc,H
883,rakuteneo.com,2025-04-19T08:29:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
884,fllsaf.xyz,2025-04-18T05:36:09,A,SHOP,ECOM,樂信,rule-desc,H
885,romhad.space,2025-04-21T02:41:59,A,SHOP,ECOM,樂信,rule-desc,H
886,longsa.space,2025-04-23T06:16:01,A,SHOP,ECOM,樂信,rule-desc,H
887,xinsrd.life,2025-04-15T01:34:13,A,SHOP,ECOM,樂信,rule-desc,H
888,pqlyzlk.shop,2025-04-29T06:36:47,A,SHOP,ECOM,樂信,rule-desc,H
889,exzxv.site,2025-05-07T03:40:46,A,SHOP,ECOM,東森購物,rule-desc,H
890,zhengmingplvkp.club,2024-08-19T01:37:12,A,SHOP,ECOM,東森購物,rule-desc,H
891,vapeshopee.com,2025-02-10T10:48:17,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
892,asia-rakutenmb.com,2025-04-30T14:58:08,A,SHOP,ECOM,台灣樂天,rule-desc,H
893,uiocvs.shop,2024-09-24T07:32:24,A,SHOP,ECOM,樂信,rule-desc,H
894,vozcz.com,2025-04-10T06:42:10,A,SHOP,ECOM,樂信,rule-desc,H
895,etmalltopshop.com,2025-04-25T12:35:43,A,SHOP,ECOM,東森購物,rule-desc,H
896,vksuws.top,2024-11-22T03:25:57,A,SHOP,ECOM,樂信,rule-desc,H
897,xmsksl.shop,2025-03-19T05:50:56,A,SHOP,ECOM,樂信,rule-desc,H
898,uiocvs.com,2024-09-24T07:32:30,A,SHOP,ECOM,樂信,rule-desc,H
899,viagravip.shop,2025-03-26T06:48:22,A,SHOP,ECOM,東森購物,rule-desc,H
900,oylhkl.site,2025-04-29T02:50:45,A,SHOP,ECOM,台灣樂天,rule-desc,H
901,kfbxgqnl.shop,2025-05-13T11:02:44,A,SHOP,ECOM,樂信,rule-desc,H
902,xzivz.vip,2025-03-24T06:46:44,A,SHOP,ECOM,樂信,rule-desc,H
903,weicup.live,2025-05-06T05:46:23,A,SHOP,ECOM,樂信,rule-desc,H
904,trhdu.top,2024-09-02T06:11:52,A,SHOP,ECOM,樂信,rule-desc,H
905,colaresearch.shop,2024-09-03T06:23:57,A,SHOP,ECOM,樂信,rule-desc,H
906,fenon.life,2025-05-06T05:46:21,A,SHOP,ECOM,樂信,rule-desc,H
907,pchomen.com,2025-04-21T15:01:14,A,SHOP,ECOM,新加坡商蝦皮娛樂電商台灣分公司,rule-desc,H
908,asia-rakutenmember.com,2025-05-11T14:39:48,A,SHOP,ECOM,台灣樂天,rule-desc,H
909,rakutentr.com,2025-04-19T08:29:53,A,SHOP,ECOM,台灣樂天,rule-desc,H
910,wdhjm.top,2025-02-11T02:57:07,A,SHOP,ECOM,樂信,rule-desc,H
911,roxplwn.shop,2025-05-24T08:16:14,A,SHOP,ECOM,樂信,rule-desc,H
912,marketaeg.space,2025-05-07T00:38:49,A,SHOP,ECOM,富邦,rule-desc,H
913,mosmoscc.com,2025-05-23T11:33:49,A,SHOP,ECOM,富邦,rule-desc,H
914,mosmosc.icu,2025-05-01T05:12:16,A,SHOP,ECOM,富邦,rule-desc,H
915,cwxyjys.bond,2025-05-23T08:50:33,A,SHOP,ECOM,富邦,rule-desc,H
916,mmoslyh.bond,2025-06-01T07:48:55,A,SHOP,ECOM,富邦,rule-desc,H
917,mmoslya.bond,2025-06-01T07:48:55,A,SHOP,ECOM,富邦,rule-desc,H
918,matrix-momo-api.shopex.cn,2003-12-17T22:20:14,A,SHOP,ECOM,富邦,rule-desc,H
919,dgbase.top,2024-04-03T03:35:04,A,SHOP,ECOM,富邦,rule-desc,H
920,tttww.icu,2024-10-10T08:16:52,A,SHOP,ECOM,富邦,rule-desc,H
921,ecpay.xyz,2024-12-06T21:16:42,U,SHOP,,(generic 一頁式),rule-generic,L
922,niconsortiu.ecpay.com,2001-11-18T21:01:23,U,SHOP,,(generic 一頁式),rule-generic,L
923,ecpay-01.asia,2025-05-30T06:10:39,U,SHOP,,(generic 一頁式),rule-generic,L
924,h5.ecpay.icu,2024-05-27T14:06:17,U,SHOP,,(generic 一頁式),rule-generic,L
925,home.insurance.beta.ecpay.com,2001-11-18T21:01:23,U,SHOP,,(generic 一頁式),rule-generic,L
926,ecpay-06.xyz,2025-05-16T15:19:27,U,SHOP,,(generic 一頁式),rule-generic,L
927,ecpay-tw-cpay-fb.icu,2025-05-13T06:17:01,U,SHOP,,(generic 一頁式),rule-generic,L
928,ecpay-0.xyz,2025-05-29T06:13:04,U,SHOP,,(generic 一頁式),rule-generic,L
929,retailpark.ecpay.com,2001-11-18T21:01:23,U,SHOP,,(generic 一頁式),rule-generic,L
930,ecpay-09.xyz,2025-05-30T06:14:40,U,SHOP,,(generic 一頁式),rule-generic,L
931,ecpay-01.xyz,2025-04-22T04:59:54,U,SHOP,,(generic 一頁式),rule-generic,L
932,e-cpay-tw-ecpay.icu,2025-04-01T08:41:01,U,SHOP,,(generic 一頁式),rule-generic,L
933,greenword-ecpay.com,2025-05-05T07:47:42,U,SHOP,,(generic 一頁式),rule-generic,L
934,greenworld-ecpay.com,2025-05-05T07:54:45,U,SHOP,,(generic 一頁式),rule-generic,L
935,tw-ecpay.icu,2025-03-28T07:37:22,U,SHOP,,(generic 一頁式),rule-generic,L
936,ecpay-twe-cpay.icu,2025-04-10T08:01:01,U,SHOP,,(generic 一頁式),rule-generic,L
937,ecpay-07.xyz,2025-05-22T09:28:10,U,SHOP,,(generic 一頁式),rule-generic,L
938,ecpay-02.xyz,2025-04-30T04:00:33,U,SHOP,,(generic 一頁式),rule-generic,L
939,ecpay-02.top,2025-05-30T06:12:44,U,SHOP,,(generic 一頁式),rule-generic,L
940,ecpay-tw-dx.icu,2025-05-16T03:20:01,U,SHOP,,(generic 一頁式),rule-generic,L
941,link.ecpay.no,2021-09-14T00:00:00,U,SHOP,,(generic 一頁式),rule-generic,L
942,ecpay-tw.xyz,2025-04-18T05:27:11,U,SHOP,,(generic 一頁式),rule-generic,L
943,ecpay-twe-cpa1y.top,2025-04-23T06:01:00,U,SHOP,,(generic 一頁式),rule-generic,L
944,ecpay-08.xyz,2025-05-22T09:38:52,U,SHOP,,(generic 一頁式),rule-generic,L
945,ecpay-03.xyz,2025-05-02T03:41:10,U,SHOP,,(generic 一頁式),rule-generic,L
946,c.ecpayltw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
947,chat.ecpayntw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
948,chat.ecpayotw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
949,ecpays.com,2003-12-11T14:55:23,U,SHOP,,(generic 一頁式),rule-generic,L
950,demo.ecpays.com,2003-12-11T14:55:23,U,SHOP,,(generic 一頁式),rule-generic,L
951,random.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
952,api.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
953,ecpay0.xyz,2025-05-20T07:07:00,U,SHOP,,(generic 一頁式),rule-generic,L
954,ecpaymtw.com,2025-05-23T07:22:48,U,SHOP,,(generic 一頁式),rule-generic,L
955,ecpayktw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
956,ecpayptw.com,2025-05-23T07:22:49,U,SHOP,,(generic 一頁式),rule-generic,L
957,ecpayndmv.top,2025-05-02T10:20:54,U,SHOP,,(generic 一頁式),rule-generic,L
958,ecpayitw.com,2025-04-21T15:00:53,U,SHOP,,(generic 一頁式),rule-generic,L
959,ecpaygtw.com,2025-04-21T15:00:53,U,SHOP,,(generic 一頁式),rule-generic,L
960,ecpayjsc.top,2025-04-22T08:05:24,U,SHOP,,(generic 一頁式),rule-generic,L
961,ecpay01.icu,2025-04-08T06:08:02,U,SHOP,,(generic 一頁式),rule-generic,L
962,pop3.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
963,v5r3.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
964,sv5r3.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
965,rco4n.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
966,drcvy.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
967,buod8.ecpayglobal.cn,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
968,ecpayapi.amsdi.com.ph,2023-05-10T04:07:06,U,SHOP,,(generic 一頁式),rule-generic,L
969,chat.ecpayptw.com,2025-05-23T07:22:49,U,SHOP,,(generic 一頁式),rule-generic,L
970,ecpayltw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
971,ecpayotw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
972,ecpayntw.com,2025-05-23T07:22:50,U,SHOP,,(generic 一頁式),rule-generic,L
973,ecpayndm.top,2025-04-28T12:06:45,U,SHOP,,(generic 一頁式),rule-generic,L
974,ecpayhtw.com,2025-04-21T15:01:07,U,SHOP,,(generic 一頁式),rule-generic,L
975,ecpayplan.store,2025-05-11T09:48:21,U,SHOP,,(generic 一頁式),rule-generic,L
976,ecpayjscchat.qpon,2025-04-29T04:21:02,U,SHOP,,(generic 一頁式),rule-generic,L
977,ecpayftw.com,2025-04-21T15:00:52,U,SHOP,,(generic 一頁式),rule-generic,L
978,ecpayjtw.com,2025-04-21T15:00:53,U,SHOP,,(generic 一頁式),rule-generic,L
979,ecpaqry-tw.top,2025-06-04T17:23:00,U,SHOP,,(generic 一頁式),rule-generic,L
980,etmallfashion.com,2025-05-23T10:44:04,A,SHOP,ECOM,東森購物,rule-desc,H
981,eecopay.cn,2025-06-07T14:45:54,U,SHOP,,(generic 一頁式),rule-generic,L
982,ecptyry-tw.top,2025-06-06T17:22:00,U,SHOP,,(generic 一頁式),rule-generic,L
983,uvgxdiw.shop,2025-05-24T08:24:21,A,SHOP,ECOM,樂信,rule-desc,H
984,marketaeg.online,2025-06-11T07:46:20,A,SHOP,ECOM,富邦,rule-desc,H
985,xinkdd.site,2025-04-16T02:38:01,A,SHOP,ECOM,樂信,rule-desc,H
986,mmoslyg.bond,2025-06-01T07:48:54,A,SHOP,ECOM,富邦,rule-desc,H
987,yehakre.xyz,2025-04-18T05:36:14,A,SHOP,ECOM,樂信,rule-desc,H
988,ellwese.top,2025-02-14T08:36:06,A,SHOP,ECOM,樂信,rule-desc,H
989,yebina.blog,2025-05-28T09:56:37,A,SHOP,ECOM,樂信,rule-desc,H
990,mjfrshop.top,2022-09-27T05:53:56,A,SHOP,ECOM,樂信,rule-desc,H
991,sczoiu.top,2025-02-18T07:11:00,A,SHOP,ECOM,樂信,rule-desc,H
992,thenasike.com,2024-12-28T10:27:55,A,SHOP,ECOM,樂信,rule-desc,H
993,ecpsdqry-tw.top,2025-06-13T07:13:00,U,SHOP,,(generic 一頁式),rule-generic,L
994,ecpayrtw.com,2025-06-13T08:25:43,U,SHOP,,(generic 一頁式),rule-generic,L
995,eecopay.xyz,2025-06-07T06:45:52,U,SHOP,,(generic 一頁式),rule-generic,L
996,ccaiplatform.com,2022-02-28T23:48:47,A,SHOP,ECOM,富邦,rule-desc,H
997,iecta.top,2024-08-23T02:45:10,A,SHOP,ECOM,樂信,rule-desc,H
998,csbur.top,2024-08-20T01:04:39,A,SHOP,ECOM,樂信,rule-desc,H
999,nvsoi.shop,2024-05-17T02:59:07,A,SHOP,ECOM,樂信,rule-desc,H
1000,ecpaywtw.com,2025-06-13T08:25:44,U,SHOP,,(generic 一頁式),rule-generic,L
1001,eecopay-01.cn,2025-06-07T16:52:31,U,SHOP,,(generic 一頁式),rule-generic,L
1002,febua.today,2025-06-06T03:38:29,A,SHOP,ECOM,樂信,rule-desc,H
1003,cnka.top,2025-05-20T07:39:48,A,SHOP,ECOM,樂信,rule-desc,H
1004,twfpbd.shop,2024-12-26T08:22:14,A,SHOP,ECOM,樂信,rule-desc,H
1005,wzszcod.com,2022-10-25T09:09:02,A,SHOP,ECOM,樂信,rule-desc,H
1006,znzmztj.shop,2025-02-10T02:06:16,A,SHOP,ECOM,樂信,rule-desc,H
1007,jvthbic.shop,2025-05-24T08:15:08,A,SHOP,ECOM,樂信,rule-desc,H
1008,g1vbm90.online,2025-06-06T01:39:24,A,SHOP,ECOM,樂信,rule-desc,H
1009,ecopay-02-tw.cn,2025-06-07T16:52:29,U,SHOP,,(generic 一頁式),rule-generic,L
1010,xujnhrs.shop,2025-05-24T08:24:06,A,SHOP,ECOM,樂信,rule-desc,H
1011,fcxiz.top,2024-08-23T02:45:12,A,SHOP,ECOM,樂信,rule-desc,H
1012,feade.living,2025-05-29T08:15:41,A,SHOP,ECOM,樂信,rule-desc,H
1013,ecopayi1-tw.cn,2025-06-17T19:15:57,U,SHOP,,(generic 一頁式),rule-generic,L
1014,ecpayttw.com,2025-06-13T08:25:48,U,SHOP,,(generic 一頁式),rule-generic,L
1015,atghbvdk.shop,2025-05-18T03:08:09,A,SHOP,ECOM,樂信,rule-desc,H
1016,tcxjrjg.shop,2025-05-24T08:23:31,A,SHOP,ECOM,樂信,rule-desc,H
1017,ecpayqtw.com,2025-06-13T08:25:49,U,SHOP,,(generic 一頁式),rule-generic,L
1018,eccopaay-tw.art,2025-06-18T09:50:54,U,SHOP,,(generic 一頁式),rule-generic,L
1019,twsefs.cc,2025-06-09T10:03:51,A,SHOP,ECOM,Gogolook,rule-desc,H
1020,uyribv.shop,2025-02-16T06:58:25,A,SHOP,ECOM,樂信,rule-desc,H
1021,ecopayui06.cn,2025-06-17T19:15:56,U,SHOP,,(generic 一頁式),rule-generic,L
1022,easqry-tw.top,2025-06-23T07:41:00,U,SHOP,,(generic 一頁式),rule-generic,L
1023,wlsp.cc,2025-03-29T09:02:15,U,SHOP,,(generic 一頁式),rule-generic,L
1024,espayetw.com,2025-06-19T09:35:48,U,SHOP,,(generic 一頁式),rule-generic,L
1025,espayftw.com,2025-06-19T09:35:48,U,SHOP,,(generic 一頁式),rule-generic,L
1026,toaihd374s.art,2025-06-20T07:15:23,U,SHOP,,(generic 一頁式),rule-generic,L
1027,nikcohxi.online,2025-04-30T01:50:48,A,SHOP,ECOM,東森購物,rule-desc,H
1028,iufhjv67df.art,2025-06-20T13:57:28,U,SHOP,,(generic 一頁式),rule-generic,L
1029,espayctw.com,2025-06-19T09:35:49,U,SHOP,,(generic 一頁式),rule-generic,L
1030,tipahwp7k.art,2025-06-23T07:32:41,U,SHOP,,(generic 一頁式),rule-generic,L
1031,espaybtw.com,2025-06-19T09:35:49,U,SHOP,,(generic 一頁式),rule-generic,L
1032,endhf99sv.icu,2025-06-25T14:01:56,U,SHOP,,(generic 一頁式),rule-generic,L
1033,tule0arfj.art,2025-06-23T07:35:33,U,SHOP,,(generic 一頁式),rule-generic,L
1034,espaydtw.com,2025-06-19T09:35:51,U,SHOP,,(generic 一頁式),rule-generic,L
1035,espayatw.com,2025-06-19T09:35:51,U,SHOP,,(generic 一頁式),rule-generic,L
1036,pwije3sw.icu,2025-07-01T05:39:30,U,SHOP,,(generic 一頁式),rule-generic,L
1037,espaygtw.com,2025-06-30T12:10:56,U,SHOP,,(generic 一頁式),rule-generic,L
1038,tjrca.cyou,2025-02-28T03:03:46,U,SHOP,,(generic 一頁式),rule-generic,L
1039,mmoslyj.bond,2025-06-01T07:48:54,A,SHOP,ECOM,富邦,rule-desc,H
1040,mmoslyf.bond,2025-06-01T07:48:55,A,SHOP,ECOM,富邦,rule-desc,H
1041,espayitw.com,2025-06-30T12:10:57,U,SHOP,,(generic 一頁式),rule-generic,L
1042,event-beanfun.com,2025-01-09T04:10:12,U,SHOP,,(generic 一頁式),rule-generic,L
1043,espayltw.com,2025-06-30T12:10:59,U,SHOP,,(generic 一頁式),rule-generic,L
1044,tiks.one,2025-04-22T12:35:56,U,SHOP,,(generic 一頁式),rule-generic,L
1045,gouwuvoom-wenjuan.it.com,1992-10-23T04:00:00,U,SHOP,,(generic 一頁式),rule-generic,L
1046,mkcjsgt88vys.top,2025-06-30T04:31:18,U,SHOP,,(generic 一頁式),rule-generic,L
1047,votepetl2z16.com,2025-06-23T07:32:40,U,SHOP,,(generic 一頁式),rule-generic,L
1048,gouwuline-tw-wenjuan.it.com,1992-10-23T04:00:00,U,SHOP,,(generic 一頁式),rule-generic,L
1049,rakutentg.com,2025-05-12T06:36:46,A,SHOP,ECOM,台灣樂天,rule-desc,H
1050,espayktw.com,2025-06-30T12:10:59,U,SHOP,,(generic 一頁式),rule-generic,L
1051,espayjtw.com,2025-06-30T12:10:59,U,SHOP,,(generic 一頁式),rule-generic,L
1052,espayhtw.com,2025-06-30T12:10:59,U,SHOP,,(generic 一頁式),rule-generic,L
1053,mdjefb966s.qpon,2025-07-18T17:12:19,U,SHOP,,(generic 一頁式),rule-generic,L
1054,line-tww.com,2025-02-28T13:26:09,A,SHOP,TELCO,LINE,typosquat,M
1055,lineoe.com,2025-04-08T04:17:14,U,SHOP,,(generic 一頁式),rule-generic,L
1056,espayntw.com,2025-07-16T09:30:46,U,SHOP,,(generic 一頁式),rule-generic,L
1057,toisndsa94.com.cn,2025-07-01T13:44:50,U,SHOP,,(generic 一頁式),rule-generic,L
1058,espaymtw.com,2025-07-16T09:30:46,U,SHOP,,(generic 一頁式),rule-generic,L
1059,salkd6we.icu,2025-07-01T05:39:29,U,SHOP,,(generic 一頁式),rule-generic,L
1060,blush3e5s2.bond,2025-07-25T03:44:24,U,SHOP,,(generic 一頁式),rule-generic,L
1061,oirehz.xyz,2025-06-21T07:01:34,A,SHOP,ECOM,台灣樂天,rule-desc,H
1062,ecpay-tw046.art,2025-07-23T14:28:59,U,SHOP,,(generic 一頁式),rule-generic,L
1063,espayrtw.com,2025-07-16T09:30:47,U,SHOP,,(generic 一頁式),rule-generic,L
1064,ecpay-tw004.art,2025-07-10T07:58:08,U,SHOP,,(generic 一頁式),rule-generic,L
1065,yxjsbrscx252c.top,2025-07-17T07:56:08,U,SHOP,,(generic 一頁式),rule-generic,L
1066,kdhdbsjc636t.sbs,2025-07-22T04:13:08,U,SHOP,,(generic 一頁式),rule-generic,L
1067,rewqa.shop,2025-06-04T03:12:01,A,SHOP,ECOM,元亨(三花棉業),rule-desc,H
1068,ecpay-tw050.art,2025-07-28T08:01:41,U,SHOP,,(generic 一頁式),rule-generic,L
1069,espayotw.com,2025-07-16T09:30:47,U,SHOP,,(generic 一頁式),rule-generic,L
1070,viagrahk.xyz,2025-07-28T12:33:39,A,SHOP,ECOM,東森購物,rule-desc,H
1071,diuqqa.top,2024-08-12T01:07:55,A,SHOP,ECOM,富邦,rule-desc,H
1072,espayptw.com,2025-07-16T09:30:50,U,SHOP,,(generic 一頁式),rule-generic,L
1073,ecpay-tw067.xyz,2025-07-28T13:17:54,U,SHOP,,(generic 一頁式),rule-generic,L
1074,artvote6.pics,2025-07-18T08:24:40,U,SHOP,,(generic 一頁式),rule-generic,L
1075,espayxtw.com,2025-08-01T10:31:06,U,SHOP,,(generic 一頁式),rule-generic,L
1076,uinvvcz.cyou,2025-03-07T10:05:59,A,SHOP,ECOM,富邦,rule-desc,H
1077,zddwtql.top,2025-04-22T06:24:56,A,SHOP,ECOM,富邦,rule-desc,H
1078,wuliuqi3.icu,2025-04-09T13:00:40,A,SHOP,ECOM,富邦,rule-desc,H
1079,loamomo.top,2025-04-17T02:36:40,A,SHOP,ECOM,富邦,rule-desc,H
1080,hsuauxns.icu,2025-07-25T14:28:44,A,SHOP,ECOM,富邦,rule-desc,H
1081,aunops.shop,2025-02-12T02:51:08,A,SHOP,ECOM,華麗熊,rule-desc,H
1082,iqark.shop,2025-04-24T06:25:42,A,SHOP,ECOM,Gogolook,rule-desc,H
1083,oesmx.shop,2025-03-12T10:34:49,A,SHOP,ECOM,華麗熊,rule-desc,H
1084,qoenap.top,2025-06-04T02:32:57,A,SHOP,ECOM,華麗熊,rule-desc,H
1085,goaeo.shop,2022-09-19T03:47:57,A,SHOP,ECOM,華麗熊,rule-desc,H
1086,tikitokstores.cc,2024-12-22T06:41:06,U,SHOP,,(generic 一頁式),rule-generic,L
1087,ecpay-tw061.art,2025-08-01T10:09:20,U,SHOP,,(generic 一頁式),rule-generic,L
1088,espayvtw.com,2025-08-01T10:31:08,U,SHOP,,(generic 一頁式),rule-generic,L
1089,linerm.com,2025-04-05T03:30:35,U,OTHER,,網路廣告平台業,rule-industry,L
1090,linecl.com,2025-04-05T03:30:37,U,OTHER,,網路廣告平台業,rule-industry,L
1091,lineie.com,2025-04-05T03:09:25,U,OTHER,,網路廣告平台業,rule-industry,L
1092,line-cn.com,2025-05-29T04:14:33,U,OTHER,,網路廣告平台業,rule-industry,L
1093,lineue.com,2025-04-05T03:09:24,U,OTHER,,網路廣告平台業,rule-industry,L
1094,lineqe.com,2025-04-05T03:09:24,U,OTHER,,網路廣告平台業,rule-industry,L
1095,lines-me.com,2025-03-22T18:32:04,U,OTHER,,網路廣告平台業,rule-industry,L
1096,linebcn.com,2025-06-27T21:29:18,U,OTHER,,網路廣告平台業,rule-industry,L
1097,linebbn.com,2025-06-27T21:29:16,U,OTHER,,網路廣告平台業,rule-industry,L
1098,linebzn.com,2025-06-27T21:29:14,U,OTHER,,網路廣告平台業,rule-industry,L
1099,linecn.org,2025-05-16T08:33:31,U,OTHER,,網路廣告平台業,rule-industry,L
1100,linedt.com,2025-05-08T20:30:59,U,OTHER,,網路廣告平台業,rule-industry,L
1101,linedn.com,2025-05-08T20:31:01,U,OTHER,,網路廣告平台業,rule-industry,L
1102,linewz.com,2025-07-16T11:17:00,U,OTHER,,網路廣告平台業,rule-industry,L
1103,line-install.com,2025-05-08T20:23:01,U,OTHER,,網路廣告平台業,rule-industry,L
1104,linawin.com,2024-12-15T11:59:11,U,OTHER,,網路廣告平台業,rule-industry,L
1105,line-pc1.com,2025-02-18T07:21:54,U,OTHER,,網路廣告平台業,rule-industry,L
1106,zh-line.com,2025-02-18T09:07:10,U,OTHER,,網路廣告平台業,rule-industry,L
1107,line.org.tw,2025-05-08T20:30:59,U,OTHER,,網路廣告平台業,rule-industry,L
1108,line-china.com,2024-01-08T17:09:08,A,SHOP,TELCO,LINE,typosquat,M
1109,espaystw.com,2025-08-01T10:31:09,U,SHOP,,(generic 一頁式),rule-generic,L
1110,ecpay-tw299.art,2025-08-07T15:38:56,U,SHOP,,(generic 一頁式),rule-generic,L
1111,yunmanb.top,2025-02-21T03:02:56,A,SHOP,ECOM,華麗熊,rule-desc,H
1112,momo.dgbase.top,2024-04-03T03:35:04,A,SHOP,ECOM,富邦,rule-desc,H
1113,espaywtw.com,2025-08-01T10:31:10,U,SHOP,,(generic 一頁式),rule-generic,L
1114,tsvmo.cn,2024-06-17T17:10:55,U,SHOP,,(generic 一頁式),rule-generic,L
1115,hhgt.click,2025-08-08T09:58:40,U,SHOP,,(generic 一頁式),rule-generic,L
1116,eepayctw.com,2025-08-15T08:41:10,U,SHOP,,(generic 一頁式),rule-generic,L
1117,ecpay-tw007.art,2025-08-18T11:20:55,U,SHOP,,(generic 一頁式),rule-generic,L
1118,eepayetw.com,2025-08-15T08:41:11,U,SHOP,,(generic 一頁式),rule-generic,L
1119,wharevote.top,2025-03-18T08:18:46,U,SHOP,,(generic 一頁式),rule-generic,L
1120,mhj5br2c.top,2025-06-19T12:26:56,U,SHOP,,(generic 一頁式),rule-generic,L
1121,nbdwdxppw4.top,2025-05-08T17:21:04,U,SHOP,,(generic 一頁式),rule-generic,L
1122,votel2z3.com,2025-08-25T14:09:15,U,SHOP,,(generic 一頁式),rule-generic,L
1123,monahg.top,2025-07-11T08:17:42,A,SHOP,ECOM,華麗熊,rule-desc,H
1124,xn--9cso2ynumzm9ahob.top,2025-07-01T14:13:59,U,SHOP,,(generic 一頁式),rule-generic,L
1125,espayztw.com,2025-08-15T08:41:12,U,SHOP,,(generic 一頁式),rule-generic,L
1126,l-inevote26.cyou,2025-08-15T12:42:46,U,SHOP,,(generic 一頁式),rule-generic,L
1127,psce.pw,2018-05-07T09:56:31,A,SHOP,ECOM,新光三越,rule-desc,H
1128,xynmgqc88fc.top,2025-06-25T09:23:57,U,SHOP,,(generic 一頁式),rule-generic,L
1129,connectees.fr,2018-02-06T16:54:13,U,SHOP,,(generic 一頁式),rule-generic,L
1130,252508.top,2025-08-25T09:55:14,U,SHOP,,(generic 一頁式),rule-generic,L
1131,bkswcwpxhd4.top,2025-03-25T07:27:23,U,SHOP,,(generic 一頁式),rule-generic,L
1132,boadnequ.top,2025-08-02T02:51:30,A,SHOP,ECOM,華麗熊,rule-desc,H
1133,yujesa.shop,2025-06-02T06:28:12,A,SHOP,ECOM,新光三越,rule-desc,H
